t,Delta_t,x_wf,y_wf,z_wf,phi_wf,psi_wf,theta_wf,zeta
[s],[s],[m],[m],[m],[rad],[rad],[rad],[m]
5824.4,0.2,0.004856058,-0.06519124,-0.01897849,-0.0005102433,-4.82321e-05,-0.0009176891,0.8298122
5824.6,0.2,3.931103e-05,-0.06469962,-0.00839302,-0.000565111,8.288192e-06,-0.001107053,1.053761
5824.8,0.2,-0.004756149,-0.06167965,0.001131224,-0.0004958761,5.534415e-05,-0.001183763,1.269257
5825.0,0.2,-0.009355778,-0.05639994,0.008734651,-0.0002978605,8.67126e-05,-0.001137114,1.479156
5825.2,0.2,-0.01358999,-0.04924804,0.01372632,2.007901e-05,9.691361e-05,-0.0009662114,1.667998
5825.4,0.2,-0.01730662,-0.04069227,0.01563071,0.0004361972,8.205587e-05,-0.0006798107,1.794944
5825.6,0.2,-0.02038188,-0.03124063,0.01421832,0.000917762,4.047316e-05,-0.0002953448,1.800497
5825.8,0.2,-0.02272817,-0.0214009,0.009519019,0.001424018,-2.694001e-05,0.0001627367,1.626897
5826.0,0.2,-0.02429754,-0.01164512,0.001817935,0.001909948,-0.0001167159,0.0006650838,1.244781
5826.2,0.2,-0.02508064,-0.002380881,-0.008365831,0.002330474,-0.0002230927,0.001179765,0.6743341
5826.4,0.2,-0.02510177,0.006069059,-0.0203162,0.002644688,-0.0003385267,0.001674538,-0.009805271
5826.6,0.2,-0.02441142,0.01347788,-0.03317034,0.002819629,-0.0004543693,0.002118881,-0.6943102
5826.8,0.2,-0.02307768,0.01971642,-0.0459784,0.002833183,-0.0005616427,0.002485661,-1.259168
5827.0,0.2,-0.02117827,0.02474621,-0.05776812,0.00267577,-0.0006518395,0.002752403,-1.614158
5827.2,0.2,-0.01879422,0.02860525,-0.06760962,0.00235071,-0.0007176623,0.002902204,-1.725676
5827.4,0.2,-0.01600618,0.03138934,-0.0746759,0.001873339,-0.0007536065,0.002924345,-1.62357
5827.6,0.2,-0.01289325,0.03323142,-0.07829566,0.001269194,-0.0007562968,0.002814657,-1.385832
5827.8,0.2,-0.009534117,0.03428228,-0.07799566,0.0005716328,-0.0007245236,0.002575669,-1.108001
5828.0,0.2,-0.006009586,0.0346942,-0.07353061,-0.000180727,-0.0006589896,0.002216493,-0.8698365
5828.2,0.2,-0.002405072,0.03460877,-0.06489909,-0.0009464946,-0.0005618541,0.001752389,-0.7120875
5828.4,0.2,0.001188096,0.03414838,-0.05234423,-0.001683815,-0.0004362236,0.00120393,-0.63098
5828.6,0.2,0.004673748,0.03341037,-0.03633866,-0.002352531,-0.0002857543,0.0005957612,-0.5902144
5828.8,0.2,0.007954752,0.03246251,-0.01755442,-0.002916261,-0.0001144917,-4.501436e-05,-0.543211
5829.0,0.2,0.01093937,0.03133937,0.003179564,-0.003344431,7.301415e-05,-0.000690661,-0.4551058
5829.2,0.2,0.01354886,0.0300399,0.0249284,-0.003614165,0.0002713904,-0.001314642,-0.3155321
5829.4,0.2,0.01572451,0.02852745,0.04670515,-0.003711833,0.000474077,-0.0018932,-0.1383414
5829.6,0.2,0.01743225,0.02673375,0.06752235,-0.003634011,0.0006731093,-0.002406461,0.04948306
5829.8,0.2,0.01866334,0.024568,0.08643721,-0.003387647,0.0008592035,-0.00283893,0.2231099
5830.0,0.2,0.01943069,0.02193075,0.1025884,-0.002989353,0.001022214,-0.003179362,0.3717305
5830.2,0.2,0.01976169,0.01873139,0.1152247,-0.002463902,0.00115192,-0.003420135,0.5017542
5830.4,0.2,0.01968904,0.01490652,0.1237285,-0.001842167,0.001239003,-0.003556366,0.630368
5830.6,0.2,0.01924221,0.01043627,0.1276353,-0.001158795,0.001276039,-0.003585051,0.772782
5830.8,0.2,0.0184414,0.005355984,0.126652,-0.0004498723,0.001258328,-0.003504514,0.9290797
5831.0,0.2,0.01729567,-0.000238635,0.120674,0.0002492029,0.001184453,-0.003314338,1.076724
5831.2,0.2,0.0158054,-0.00619338,0.1097984,0.0009055733,0.001056502,-0.003015821,1.17262
5831.4,0.2,0.01396827,-0.0123041,0.09433132,0.001490463,0.0008799813,-0.002612859,1.165123
5831.6,0.2,0.01178715,-0.01833076,0.07478502,0.001980413,0.0006634514,-0.00211303,1.012637
5831.8,0.2,0.009277814,-0.02401544,0.05186432,0.00235819,0.0004179354,-0.001528566,0.7027267
5832.0,0.2,0.006474682,-0.02910249,0.0264405,0.002613335,0.0001561577,-0.000876942,0.2646893
5832.2,0.2,0.003433445,-0.03335879,-0.0004853701,0.002742283,-0.0001083397,-0.000180837,-0.2300896
5832.4,0.2,0.000230071,-0.03659207,-0.02782734,0.002748061,-0.0003621383,0.0005326207,-0.6821869
5832.6,0.2,-0.003043435,-0.0386652,-0.0544648,0.002639583,-0.0005928623,0.001233299,-0.9899664
5832.8,0.2,-0.006285643,-0.0395048,-0.07929473,0.002430643,-0.0007899895,0.001890034,-1.079892
5833.0,0.2,-0.009393489,-0.03910324,-0.1012833,0.0021387,-0.0009454768,0.002472879,-0.9313432
5833.2,0.2,-0.01227003,-0.03751439,-0.1195136,0.00178355,-0.001054155,0.00295533,-0.5866104
5833.4,0.2,-0.01483115,-0.0348442,-0.133228,0.001385939,-0.001113882,0.003316249,-0.141067
5833.6,0.2,-0.01701042,-0.03123824,-0.1418614,0.0009661519,-0.001125488,0.003541264,0.2846333
5833.8,0.2,-0.01876195,-0.026868,-0.1450649,0.0005426323,-0.001092526,0.003623514,0.5816394
5834.0,0.2,-0.0200611,-0.02191761,-0.142718,0.0001307675,-0.001020879,0.003563741,0.68649
5834.2,0.2,-0.02090357,-0.01657161,-0.1349311,-0.0002579669,-0.0009181917,0.003369808,0.5991043
5834.4,0.2,-0.02130316,-0.01100385,-0.1220368,-0.0006162766,-0.0007931606,0.003055824,0.3785817
5834.6,0.2,-0.02128858,-0.00536784,-0.1045741,-0.0009405789,-0.0006546741,0.002641084,0.1185256
5834.8,0.2,-0.02089962,0.0002109988,-0.08326543,-0.001229813,-0.0005109004,0.002148987,-0.0886127
5835.0,0.2,-0.02018246,0.005639564,-0.05898706,-0.001483782,-0.0003684555,0.001606027,-0.1846578
5835.2,0.2,-0.01918437,0.01085602,-0.03273373,-0.001701465,-0.0002318345,0.001040844,-0.1641807
5835.4,0.2,-0.01794764,0.01582209,-0.005576607,-0.001879831,-0.0001032612,0.0004832176,-0.07231103
5835.6,0.2,-0.01650369,0.0205088,0.0213851,-0.00201356,1.697465e-05,-3.716181e-05,0.01596494
5835.8,0.2,-0.0148679,0.02487809,0.04707725,-0.002095789,0.000129764,-0.0004922818,0.02611997
5836.0,0.2,-0.01303683,0.02886467,0.07050557,-0.002119681,0.0002362198,-0.0008577926,-0.08764588
5836.2,0.2,-0.01098851,0.03236338,0.09080749,-0.002080251,0.0003368052,-0.001115256,-0.3259135
5836.4,0.2,-0.008686635,0.03522655,0.107296,-0.001975828,0.0004308256,-0.001254371,-0.6437743
5836.6,0.2,-0.006088244,0.03727355,0.119491,-0.001808585,0.0005164408,-0.001274755,-0.9651249
5836.8,0.2,-0.003153518,0.03831082,0.1271347,-0.00158396,0.0005911676,-0.001186881,-1.205391
5837.0,0.2,0.0001440042,0.03815807,0.1301911,-0.00130917,0.000652661,-0.001011818,-1.29499
5837.2,0.2,0.003808794,0.03667423,0.1288294,-0.0009914138,0.0006994528,-0.0007796794,-1.197025
5837.4,0.2,0.007817596,0.03377725,0.1233956,-0.0006364766,0.0007313411,-0.0005268662,-0.9154474
5837.6,0.2,0.012117,0.02945462,0.1143743,-0.0002483363,0.0007492572,-0.0002924678,-0.4928389
5837.8,0.2,0.01662378,0.02376452,0.1023473,0.0001699937,0.0007546429,-0.0001142822,0.0007157993
5838.0,0.2,0.02122682,0.01683089,0.08794925,0.000614618,0.0007485696,-2.498258e-05,0.4846998
5838.2,0.2,0.02578963,0.008837103,0.0718275,0.001078534,0.0007309441,-4.887478e-05,0.8871674
5838.4,0.2,0.03015288,2.216501e-05,0.05460563,0.001549834,0.0007001284,-0.0001995567,1.161103
5838.6,0.2,0.03413759,-0.009319279,0.03685506,0.002011032,0.0006531596,-0.0004786291,1.293712
5838.8,0.2,0.03754989,-0.01883518,0.01907494,0.002439893,0.0005865408,-0.0008754689,1.30564
5839.0,0.2,0.04018911,-0.0281173,0.001681066,0.002811654,0.0004973665,-0.001367983,1.239927
5839.2,0.2,0.04185956,-0.03671092,-0.01499681,0.003102102,0.0003844247,-0.001924212,1.144103
5839.4,0.2,0.04238607,-0.04413685,-0.0307104,0.003290766,0.0002489214,-0.002504634,1.051756
5839.6,0.2,0.04163121,-0.04992625,-0.04528254,0.003363425,9.459956e-05,-0.003065002,0.970643
5839.8,0.2,0.03951156,-0.05366423,-0.0585926,0.003313397,-7.277116e-05,-0.003559519,0.8821886
5840.0,0.2,0.03600994,-0.05503518,-0.07055864,0.00314147,-0.0002463566,-0.003944133,0.7526065
5840.2,0.2,0.03118095,-0.05386079,-0.08111758,0.002854673,-0.000419354,-0.0041797,0.5508454
5840.4,0.2,0.02514875,-0.05012325,-0.09020465,0.002464424,-0.0005858784,-0.00423475,0.2654461
5840.6,0.2,0.01809743,-0.043969,-0.09773457,0.001984669,-0.0007413798,-0.004087657,-0.08715728
5840.8,0.2,0.01025594,-0.03569267,-0.1035872,0.001430531,-0.0008824979,-0.003728059,-0.4664534
5841.0,0.2,0.001880496,-0.02570545,-0.1076018,0.0008177623,-0.001006449,-0.003157481,-0.8217706
5841.2,0.2,-0.006762683,-0.01449459,-0.109582,0.0001629702,-0.001110195,-0.002389197,-1.10974
5841.4,0.2,-0.01541165,-0.002582064,-0.1093137,-0.0005156835,-0.001189707,-0.001447439,-1.307419
5841.6,0.2,-0.02381882,0.009510933,-0.1065937,-0.001197771,-0.001239627,-0.0003660658,-1.415645
5841.8,0.2,-0.03175644,0.02128954,-0.1012656,-0.00186035,-0.001253493,0.0008131708,-1.452086
5842.0,0.2,-0.03901841,0.03229993,-0.09325493,-0.0024785,-0.00122456,0.002042681,-1.438283
5842.2,0.2,-0.04541957,0.04213532,-0.08259932,-0.003026732,-0.001147039,0.003271323,-1.387398
5842.4,0.2,-0.05079433,0.05043757,-0.06946525,-0.003481066,-0.001017495,0.004446833,-1.298368
5842.6,0.2,-0.05499602,0.05689867,-0.05415075,-0.003821347,-0.0008360493,0.005518311,-1.158534
5842.8,0.2,-0.05789792,0.06126603,-0.03707356,-0.004033279,-0.0006070933,0.006438619,-0.9525536
5843.0,0.2,-0.05939645,0.06335283,-0.01874832,-0.004109682,-0.0003393302,0.007166544,-0.6727336
5843.2,0.2,-0.0594163,0.06305252,0.0002427916,-0.004050694,-4.510678e-05,0.007668581,-0.3258542
5843.4,0.2,-0.05791637,0.06035416,0.01928178,-0.00386291,0.0002608212,0.007920223,0.06612471
5843.6,0.2,-0.0548955,0.05535405,0.0377464,-0.003557722,0.000562832,0.007906691,0.4709442
5843.8,0.2,-0.05039649,0.04825921,0.05504075,-0.003149367,0.0008459759,0.007623117,0.8536474
5844.0,0.2,-0.04450733,0.03937965,0.07062505,-0.002653189,0.001097224,0.007074253,1.1835
5844.2,0.2,-0.03735924,0.0291089,0.08404496,-0.002084586,0.001306242,0.00627381,1.437985
5844.4,0.2,-0.02912197,0.01789494,0.09495894,-0.00145882,0.001465647,0.005243573,1.603518
5844.6,0.2,-0.01999725,0.00620619,0.1031608,-0.0007916212,0.001570835,0.004012399,1.674051
5844.8,0.2,-0.01021195,-0.005501918,0.1085931,-0.0001002376,0.001619552,0.002615223,1.649247
5845.0,0.2,-1.212195e-05,-0.01681411,0.1113465,0.0005955525,0.001611426,0.001092129,1.533422
5845.2,0.2,0.01034126,-0.0273725,0.1116433,0.001272961,0.001547626,-0.0005124875,1.335606
5845.4,0.2,0.02057523,-0.0368825,0.1098045,0.001906583,0.001430729,-0.002150679,1.070311
5845.6,0.2,0.03040735,-0.04510883,0.1062049,0.002469761,0.001264791,-0.003771705,0.7582366
5845.8,0.2,0.03954952,-0.05186528,0.1012222,0.00293677,0.001055516,-0.005322881,0.4260992
5846.0,0.2,0.04771462,-0.05700267,0.09518832,0.003285438,0.0008104044,-0.006750653,0.1048335
5846.2,0.2,0.05462679,-0.06039974,0.08834997,0.003499706,0.0005387416,-0.00800199,-0.174351
5846.4,0.2,0.06003534,-0.06195987,0.080844,0.003571669,0.000251349,-0.009026174,-0.3860236
5846.6,0.2,0.06373093,-0.06161497,0.07268947,0.003502697,-3.99159e-05,-0.009776958,-0.517633
5846.8,0.2,0.06556175,-0.05933566,0.06379599,0.003303479,-0.0003228684,-0.01021499,-0.5753543
5847.0,0.2,0.06544734,-0.05514525,0.05398565,0.002992973,-0.0005858202,-0.01031032,-0.5856348
5847.2,0.2,0.06338773,-0.04913396,0.04302503,0.002596481,-0.0008184063,-0.01004471,-0.5899594
5847.4,0.2,0.05946636,-0.0414699,0.03066383,0.002143105,-0.00101231,-0.00941352,-0.6325858
5847.6,0.2,0.05384661,-0.03240375,0.01667735,0.001662969,-0.001161801,-0.00842696,-0.7442851
5847.8,0.2,0.04676239,-0.02226536,0.000910575,0.001184496,-0.001264037,-0.007110544,-0.9279489
5848.0,0.2,0.0385045,-0.01145177,-0.01667852,0.000732041,-0.001319108,-0.005504747,-1.15259
5848.2,0.2,0.02940422,-0.0004072387,-0.03597918,0.0003240517,-0.001329826,-0.003663887,-1.359812
5848.4,0.2,0.01981584,0.01040257,-0.05669588,-2.808558e-05,-0.001301283,-0.001654364,-1.481897
5848.6,0.2,0.01009928,0.02052018,-0.07832894,-0.0003204498,-0.001240225,0.0004476773,-1.4653
5848.8,0.2,0.0006034681,0.02952656,-0.1001732,-0.0005561856,-0.001154252,0.002559151,-1.290288
5849.0,0.2,-0.008349246,0.03706952,-0.1213386,-0.0007443024,-0.001050944,0.004593287,-0.9784111
5849.2,0.2,-0.01647732,0.04288752,-0.1407954,-0.0008977344,-0.0009369486,0.006463293,-0.5844581
5849.4,0.2,-0.0235524,0.04682656,-0.1574406,-0.001030821,-0.0008171506,0.008086408,-0.1762691
5849.6,0.2,-0.02940901,0.0488484,-0.1701826,-0.001156482,-0.0006940337,0.009388196,0.1889112
5849.8,0.2,-0.03395033,0.04902844,-0.1780327,-0.001283498,-0.0005673699,0.01030688,0.4815529
5850.0,0.2,-0.03714914,0.04754286,-0.1801934,-0.001414337,-0.0004343517,0.0107974,0.7037855
5850.2,0.2,-0.03904287,0.04464562,-0.1761333,-0.001544023,-0.000290235,0.01083466,0.8797743
5850.4,0.2,-0.03972337,0.04063727,-0.165638,-0.001660337,-0.0001294746,0.01041581,1.03817
5850.6,0.2,-0.03932224,0.03582932,-0.1488321,-0.00174548,5.2778e-05,0.009560869,1.195194
5850.8,0.2,-0.03799425,0.03050925,-0.1261726,-0.001778973,0.000259047,0.008311805,1.34559
5851.0,0.2,-0.03590145,0.02491158,-0.09841512,-0.001741344,0.0004880856,0.006729975,1.464188
5851.2,0.2,-0.0332008,0.01920006,-0.06656123,-0.001617902,0.0007339261,0.004892186,1.515786
5851.4,0.2,-0.03003696,0.01346422,-0.03179386,-0.001401904,0.0009856756,0.002885835,1.468009
5851.6,0.2,-0.02654088,0.007730742,0.004590293,-0.001096504,0.001228171,0.0008036497,1.301855
5851.8,0.2,-0.02283313,0.001987277,0.04124544,-0.0007151676,0.00144343,-0.00126144,1.017125
5852.0,0.2,-0.01902978,-0.003786563,0.07683395,-0.0002805304,0.001612672,-0.003220866,0.6328211
5852.2,0.2,-0.01524814,-0.009587365,0.1100741,0.0001780132,0.001718569,-0.004994142,0.1842342
5852.4,0.2,-0.01161001,-0.01536173,0.1397782,0.0006275052,0.00174734,-0.006511612,-0.281826
5852.6,0.2,-0.008240849,-0.02099062,0.1648819,0.001034864,0.001690386,-0.007716287,-0.7133374
5852.8,0.2,-0.005264655,-0.02628655,0.1844669,0.001370087,0.001545243,-0.008564899,-1.061224
5853.0,0.2,-0.002795474,-0.03100364,0.1977797,0.001608883,0.001315806,-0.009028376,-1.288814
5853.2,0.2,-0.0009270943,-0.03485787,0.2042475,0.001734533,0.001011886,-0.009091933,-1.380183
5853.4,0.2,0.0002772931,-0.03755435,0.2034954,0.001738944,0.0006482595,-0.008754929,-1.343713
5853.6,0.2,0.0007940242,-0.03881771,0.1953655,0.001622871,0.000243396,-0.00803061,-1.208012
5853.8,0.2,0.0006455196,-0.03842236,0.1799374,0.001395375,-0.0001819648,-0.006945759,-1.010586
5854.0,0.2,-9.60754e-05,-0.03622013,0.1575511,0.001072556,-0.0006062464,-0.005540268,-0.7837635
5854.2,0.2,-0.001308539,-0.03216296,0.1288258,0.0006756995,-0.001008374,-0.003866542,-0.544707
5854.4,0.2,-0.002822917,-0.02631867,0.09467147,0.0002290307,-0.00136894,-0.001988644,-0.2951147
5854.6,0.2,-0.004431025,-0.01887795,0.05628785,-0.000242622,-0.001671121,1.896512e-05,-0.0312153
5854.8,0.2,-0.005897411,-0.01015078,0.01514375,-0.0007158724,-0.001901302,0.002073223,0.2414525
5855.0,0.2,-0.006975545,-0.0005515666,-0.0270643,-0.001170184,-0.002049377,0.004084904,0.4977168
5855.2,0.2,-0.007427153,0.009426313,-0.06847563,-0.001588397,-0.002108753,0.005961744,0.694748
5855.4,0.2,-0.00704274,0.0192441,-0.1071484,-0.001956356,-0.002076149,0.007612181,0.7877688
5855.6,0.2,-0.005660696,0.02835533,-0.1411565,-0.00226186,-0.001951319,0.008949582,0.752696
5855.8,0.2,-0.003182434,0.0362428,-0.1686949,-0.002493382,-0.00173686,0.009896695,0.6035686
5856.0,0.2,0.0004183143,0.04245035,-0.188184,-0.00263908,-0.00143821,0.01039006,0.3937289
5856.2,0.2,0.005092687,0.04660651,-0.1983691,-0.002686592,-0.001063886,0.01038408,0.1974159
5856.4,0.2,0.01071964,0.04843946,-0.1984064,-0.002623844,-0.0006258656,0.009854456,0.07896779
5856.6,0.2,0.01711294,0.04778471,-0.1879307,-0.002440838,-0.0001399497,0.00880085,0.06442344
5856.8,0.2,0.02403027,0.04458836,-0.167102,-0.002132028,0.0003741424,0.00724845,0.1303579
5857.0,0.2,0.0311828,0.03890904,-0.1366239,-0.0016987,0.0008931648,0.00524841,0.2166247
5857.2,0.2,0.03824498,0.0309202,-0.09773422,-0.001150696,0.001391357,0.002876941,0.2572847
5857.4,0.2,0.04486501,0.02091263,-0.05216517,-0.000506962,0.001842067,0.0002329711,0.2140399
5857.6,0.2,0.05067739,0.009294673,-0.00207346,0.000205324,0.002219813,-0.002565692,0.09464333
5857.8,0.2,0.05531885,-0.003413471,0.05005521,0.0009529579,0.002502482,-0.005387642,-0.05355059
5858.0,0.2,0.05844807,-0.01659545,0.1015229,0.001699824,0.002673312,-0.00809438,-0.1713714
5858.2,0.2,0.05976813,-0.02956677,0.1495503,0.002410316,0.002722312,-0.01054769,-0.221648
5858.4,0.2,0.05904966,-0.04161524,0.1914148,0.003052435,0.002646923,-0.01261731,-0.2101611
5858.6,0.2,0.05615149,-0.05205065,0.2245876,0.003600035,0.002451828,-0.01418835,-0.1817156
5858.8,0.2,0.05103565,-0.06025834,0.2468665,0.004033982,0.00214804,-0.01516783,-0.1930957
5859.0,0.2,0.04377471,-0.0657493,0.2564957,0.004342207,0.00175149,-0.01548978,-0.2778034
5859.2,0.2,0.03455028,-0.0682002,0.2522721,0.004518896,0.001281388,-0.01511874,-0.4225774
5859.4,0.2,0.02364355,-0.06747762,0.2336326,0.004563179,0.0007586683,-0.01405152,-0.5696583
5859.6,0.2,0.0114194,-0.06364391,0.2007178,0.004477667,0.0002046686,-0.01231716,-0.6447088
5859.8,0.2,-0.001693576,-0.05694473,0.1544086,0.004267125,-0.0003598304,-0.009975546,-0.595892
5860.0,0.2,-0.01522502,-0.04778112,0.09632954,0.003937452,-0.000915241,-0.007114727,-0.4229026
5860.2,0.2,-0.02868521,-0.03667091,0.02881426,0.003495015,-0.001443549,-0.003847184,-0.1796631
5860.4,0.2,-0.04158701,-0.02420447,-0.04517015,0.002946346,-0.001928532,-0.000305241,0.051557
5860.6,0.2,-0.0534669,-0.01100014,-0.1221414,0.002298195,-0.002355895,0.003364326,0.2012773
5860.8,0.2,-0.0639047,0.002336924,-0.1982599,0.001557942,-0.002713348,0.007006368,0.2473564
5861.0,0.2,-0.07254142,0.01524967,-0.2695202,0.0007343789,-0.002990618,0.01046399,0.2244232
5861.2,0.2,-0.079094,0.02725622,-0.3319648,-0.0001611789,-0.003179395,0.01358549,0.2030824
5861.4,0.2,-0.08336592,0.03796834,-0.3819075,-0.001113591,-0.003273207,0.01623129,0.2500533
5861.6,0.2,-0.08525223,0.04710107,-0.4161496,-0.002102636,-0.003267273,0.01828052,0.3906345
5861.8,0.2,-0.08473848,0.05447362,-0.4321745,-0.003102123,-0.003158424,0.01963671,0.5935238
5862.0,0.2,-0.08189379,0.06000222,-0.428306,-0.004079711,-0.002945164,0.02023239,0.785841
5862.2,0.2,-0.07685917,0.06368593,-0.4038208,-0.004997661,-0.002627945,0.02003215,0.8899057
5862.4,0.2,-0.06983306,0.06558763,-0.3590085,-0.005814567,-0.002209653,0.01903412,0.8617874
5862.6,0.2,-0.06105632,0.06581242,-0.2951777,-0.006487925,-0.001696242,0.01726982,0.7110917
5862.8,0.2,-0.05079865,0.06448652,-0.2146106,-0.006977182,-0.001097366,0.01480244,0.4920161
5863.0,0.2,-0.0393478,0.06173921,-0.12047,-0.007246839,-0.0004268841,0.01172393,0.2714906
5863.2,0.2,-0.02700191,0.05768978,-0.01666611,-0.007269216,0.0002969181,0.008150915,0.09255477
5863.4,0.2,-0.0140646,0.05244042,0.09231241,-0.007026592,0.001051467,0.004219978,-0.04665488
5863.6,0.2,-0.0008417839,0.04607505,0.2015952,-0.006512637,0.001810416,8.23405e-05,-0.1868589
5863.8,0.2,0.01236089,0.03866329,0.3061493,-0.005733185,0.002544507,-0.004101782,-0.3781454
5864.0,0.2,0.025241,0.03026843,0.4010123,-0.004706464,0.003222714,-0.008169053,-0.6435754
5864.2,0.2,0.03750312,0.02095843,0.4815321,-0.003462896,0.003813606,-0.01195903,-0.9562521
5864.4,0.2,0.04886337,0.01081922,0.543601,-0.002044464,0.004286893,-0.01532023,-1.243023
5864.6,0.2,0.05905449,-3.056477e-05,0.5838732,-0.0005035482,0.004615108,-0.01811614,-1.413773
5864.8,0.2,0.06783103,-0.01142436,0.5999515,0.001098946,0.004775386,-0.02023098,-1.401733
5865.0,0.2,0.07497446,-0.02313379,0.5905324,0.002696288,0.004751258,-0.02157491,-1.1945
5865.2,0.2,0.08029825,-0.03485867,0.5554972,0.004219457,0.004534306,-0.02208848,-0.8403746
5865.4,0.2,0.0836532,-0.04622417,0.4959435,0.005601301,0.004125492,-0.02174591,-0.4273433
5865.6,0.2,0.08493319,-0.05678807,0.4141524,0.006780926,0.003535935,-0.02055695,-0.04569274
5865.8,0.2,0.08408141,-0.06606022,0.3134934,0.007707755,0.002786942,-0.0185671,0.2471242
5866.0,0.2,0.08109655,-0.07353443,0.1982704,0.008344707,0.001909183,-0.01585622,0.4428756
5866.2,0.2,0.07603821,-0.07873029,0.07351923,0.008670048,0.0009410109,-0.01253539,0.573955
5866.4,0.2,0.06903011,-0.08124049,-0.05523407,0.008677684,-7.39437e-05,-0.008742364,0.6863541
5866.6,0.2,0.06026021,-0.08077722,-0.1822396,0.008375956,-0.001089645,-0.004635586,0.8094398
5866.8,0.2,0.04997657,-0.07721063,-0.301801,0.007785264,-0.002060672,-0.000387331,0.9382163
5867.0,0.2,0.03847894,-0.07059337,-0.4085493,0.006935024,-0.002945056,0.003823962,1.036282
5867.2,0.2,0.02610637,-0.06116693,-0.4976998,0.005860559,-0.003706638,0.007821685,1.056613
5867.4,0.2,0.0132219,-0.0493486,-0.5652803,0.004600456,-0.004316759,0.01143908,0.9684497
5867.6,0.2,0.0001961171,-0.03570053,-0.6083208,0.003194785,-0.004755186,0.01452685,0.7762197
5867.8,0.2,-0.01260905,-0.02088527,-0.6249958,0.001684322,-0.005010307,0.01696007,0.5212923
5868.0,0.2,-0.02485447,-0.005613828,-0.6147142,0.0001107079,-0.00507872,0.01864392,0.2663784
5868.2,0.2,-0.03623496,0.009407403,-0.5781525,-0.00148276,-0.004964379,0.01951811,0.07080875
5868.4,0.2,-0.04648683,0.02352459,-0.5172269,-0.003050118,-0.004677498,0.01955964,-0.03144179
5868.6,0.2,-0.05539179,0.03617492,-0.435006,-0.004541996,-0.004233392,0.01878386,-0.0415532
5868.8,0.2,-0.06277768,0.04691272,-0.3355637,-0.005905563,-0.003651372,0.01724377,0.009229274
5869.0,0.2,-0.06851673,0.05542259,-0.223777,-0.007085493,-0.002953809,0.01502746,0.07508635
5869.2,0.2,-0.07252224,0.06152036,-0.1050784,-0.008026105,-0.00216538,0.01225388,0.1129788
5869.4,0.2,-0.07474441,0.06514387,0.01482759,-0.008674658,-0.001312508,0.00906689,0.09407733
5869.6,0.2,-0.07516628,0.06633619,0.1302665,-0.008985595,-0.0004229683,0.005627811,0.006046676
5869.8,0.2,-0.07380032,0.06522426,0.2358971,-0.008925341,0.000474406,0.002106807,-0.1515277
5870.0,0.2,-0.07068632,0.06199601,0.3269966,-0.008477087,0.001349998,-0.001326506,-0.3729245
5870.2,0.2,-0.06589114,0.05687906,0.3997071,-0.007644882,0.00217378,-0.004512571,-0.6480873
5870.4,0.2,-0.05951044,0.05012385,0.4512282,-0.006456293,0.002915903,-0.007310818,-0.9589494
5870.6,0.2,-0.0516723,0.04199353,0.4799412,-0.004962958,0.003547631,-0.009607236,-1.273391
5870.8,0.2,-0.04254214,0.03276159,0.4854568,-0.003238575,0.004042673,-0.01131994,-1.542638
5871.0,0.2,-0.03232758,0.02271677,0.4685867,-0.001374251,0.004378881,-0.01240228,-1.706999
5871.2,0.2,-0.02128175,0.01217237,0.4312419,0.0005284586,0.004540149,-0.01284335,-1.710618
5871.4,0.2,-0.009702903,0.001475427,0.3762703,0.002365954,0.004518233,-0.01266605,-1.52058
5871.6,0.2,0.002071012,-0.00898949,0.3072488,0.004041281,0.004314133,-0.01192314,-1.14218
5871.8,0.2,0.01367375,-0.01880672,0.2282487,0.005471807,0.003938687,-0.01069193,-0.622537
5872.0,0.2,0.02472772,-0.0275486,0.1435926,0.006594775,0.003412155,-0.00906814,-0.03927454
5872.2,0.2,0.03486478,-0.03480619,0.05761933,0.007370064,0.002762753,-0.007159597,0.5223511
5872.4,0.2,0.04374829,-0.04022696,-0.02552995,0.007780109,0.002024347,-0.005080096,0.9948672
5872.6,0.2,0.05109319,-0.04355205,-0.1020966,0.007827536,0.001233689,-0.002943665,1.345857
5872.8,0.2,0.05668147,-0.0446451,-0.1688555,0.007531467,0.0004276853,-0.000859327,1.579745
5873.0,0.2,0.06037126,-0.04350616,-0.2232303,0.006923591,-0.0003588647,0.001073598,1.723782
5873.2,0.2,0.06209931,-0.04026798,-0.2633737,0.006044859,-0.001094796,0.002769616,1.80534
5873.4,0.2,0.06187795,-0.0351766,-0.2882124,0.004943212,-0.001753335,0.004160501,1.8319
5873.6,0.2,0.05978851,-0.02856168,-0.297456,0.003672255,-0.002312281,0.005197889,1.783895
5873.8,0.2,0.05597328,-0.02080433,-0.291571,0.002290348,-0.002753929,0.005854831,1.624419
5874.0,0.2,0.05062753,-0.01230944,-0.2717201,0.000859463,-0.003065069,0.006126155,1.321423
5874.2,0.2,0.04399194,-0.003486561,-0.2396699,-0.0005566995,-0.003237242,0.006027549,0.8715906
5874.4,0.2,0.03634492,0.005260237,-0.1976724,-0.001895514,-0.00326728,0.005593438,0.3137819
5874.6,0.2,0.02799357,0.01353704,-0.1483283,-0.003098881,-0.003157913,0.004873834,-0.2754426
5874.8,0.2,0.01926222,0.0209643,-0.09444208,-0.004116749,-0.002918186,0.003930466,-0.8032939
