t  [s],Delta_t  [s],z_wf  [m],phi_wf  [rad],theta_wf  [rad],zeta  [m]
1667.2,0.2,-0.1356345,0.01703355,-0.01364107,-0.1563505
1667.4,0.2,-0.05899491,0.01760058,-0.01461854,-0.1003613
1667.6,0.2,0.02320752,0.01773013,-0.0153924,-0.0888905
1667.8,0.2,0.1095135,0.01741378,-0.01596457,-0.1032228
1668.0,0.2,0.1982025,0.01665623,-0.01633638,-0.1146428
1668.2,0.2,0.2873287,0.0154759,-0.01650754,-0.0935381
1668.4,0.2,0.3747748,0.01390431,-0.01647526,-0.01816891
1668.6,0.2,0.4583214,0.01198412,-0.01623377,0.1194696
1668.8,0.2,0.5357256,0.009766064,-0.01577422,0.3121017
1669.0,0.2,0.6048006,0.007305411,-0.01508519,0.5398556
1669.2,0.2,0.6634901,0.004658667,-0.01415366,0.7758037
1669.4,0.2,0.7099321,0.001881101,-0.01296638,0.9923346
1669.6,0.2,0.7425083,-0.0009744627,-0.01151159,1.166461
1669.8,0.2,0.7598825,-0.003857585,-0.009780867,1.282917
1670.0,0.2,0.7610277,-0.006719181,-0.007771015,1.334877
1670.2,0.2,0.7452474,-0.009510073,-0.005485862,1.322935
1670.4,0.2,0.7121942,-0.01217973,-0.002937972,1.253327
1670.6,0.2,0.661887,-0.0146757,-0.0001501599,1.136203
1670.8,0.2,0.594726,-0.01694386,0.002843258,0.9842827
1671.0,0.2,0.5115046,-0.01892964,0.005995611,0.8116885
1671.2,0.2,0.4134153,-0.02057967,0.00924761,0.6325476
1671.4,0.2,0.3020459,-0.02184371,0.01252785,0.4590523
1671.6,0.2,0.1793665,-0.02267621,0.01575427,0.2991473
1671.8,0.2,0.04770596,-0.02303762,0.01883651,0.1545095
1672.0,0.2,-0.09028187,-0.02289512,0.02167921,0.01976551
1672.2,0.2,-0.2316599,-0.02222324,0.02418584,-0.1162737
1672.4,0.2,-0.3732581,-0.02100444,0.02626276,-0.2671974
1672.6,0.2,-0.5117311,-0.01923021,0.02782314,-0.4440943
1672.8,0.2,-0.6436259,-0.01690271,0.02879039,-0.6506246
1673.0,0.2,-0.765458,-0.0140369,0.02910083,-0.8798217
1673.2,0.2,-0.8737993,-0.01066322,0.02870578,-1.114031
1673.4,0.2,-0.965374,-0.006829999,0.02757312,-1.328423
1673.6,0.2,-1.037162,-0.002605468,0.02568861,-1.497269
1673.8,0.2,-1.086506,0.001921411,0.0230571,-1.601074
1674.0,0.2,-1.111213,0.00664153,0.019704,-1.632197
1674.2,0.2,-1.109653,0.01142792,0.01567662,-1.596955
1674.4,0.2,-1.080847,0.01613971,0.01104546,-1.513341
1674.6,0.2,-1.024532,0.02062752,0.005904801,-1.40495
1674.8,0.2,-0.9412245,0.02473994,0.0003724,-1.293067
1675.0,0.2,-0.8322484,0.02833066,-0.005412188,-1.189545
1675.2,0.2,-0.6997517,0.0312656,-0.01129081,-1.092906
1675.4,0.2,-0.5466898,0.03342972,-0.01709147,-0.9890635
1675.6,0.2,-0.3767796,0.03473285,-0.02263435,-0.8565029
1675.8,0.2,-0.1944148,0.03511439,-0.02773893,-0.6742421
1676.0,0.2,-0.004542698,0.03454632,-0.03223143,-0.4299077
1676.2,0.2,0.1874971,0.03303456,-0.03595239,-0.1251959
1676.4,0.2,0.3761672,0.03061851,-0.03876366,0.2231318
1676.6,0.2,0.5559485,0.02736876,-0.04055453,0.5870354
1676.8,0.2,0.7215623,0.02338325,-0.04124663,0.9344539
1677.0,0.2,0.8681851,0.01878203,-0.04079738,1.237566
1677.2,0.2,0.9916378,0.01370123,-0.03920192,1.479323
1677.4,0.2,1.08854,0.008286561,-0.03649344,1.656186
1677.6,0.2,1.15642,0.002686987,-0.03274203,1.776362
1677.8,0.2,1.193783,-0.002950874,-0.02805208,1.854351
1678.0,0.2,1.200127,-0.008487336,-0.02255848,1.903817
1678.2,0.2,1.175931,-0.01379293,-0.01642182,1.931275
1678.4,0.2,1.122598,-0.01875045,-0.009822728,1.932746
1678.6,0.2,1.042371,-0.02325584,-0.002955698,1.894482
1678.8,0.2,0.9382319,-0.02721849,0.00397741,1.797491
1679.0,0.2,0.8138327,-0.03056478,0.01077347,1.624367
1679.2,0.2,0.6731579,-0.03322769,0.01723445,1.366171
1679.4,0.2,0.5205463,-0.03515537,0.02317566,1.027201
1679.6,0.2,0.3605187,-0.03631154,0.02843034,0.6261589
1679.8,0.2,0.1976094,-0.03667578,0.03285465,0.1934349
1680.0,0.2,0.03622424,-0.03624473,0.03633196,-0.2346269
1680.2,0.2,-0.1194856,-0.03503304,0.03877606,-0.6227658
1680.4,0.2,-0.2657334,-0.03307371,0.04013336,-0.9432141
1680.6,0.2,-0.3991879,-0.03041763,0.0403839,-1.179893
1680.8,0.2,-0.5170433,-0.0271323,0.03954117,-1.329593
1681.0,0.2,-0.6170719,-0.02329986,0.03765088,-1.400235
1681.2,0.2,-0.6976561,-0.01901451,0.03478869,-1.407088
1681.4,0.2,-0.7578021,-0.01437979,0.03105718,-1.368197
1681.6,0.2,-0.7971348,-0.00950563,0.0265821,-1.300323
1681.8,0.2,-0.8158735,-0.004505575,0.02150821,-1.216263
1682.0,0.2,-0.8147902,0.0005059566,0.01599472,-1.123938
1682.2,0.2,-0.7951527,0.005416312,0.01021051,-1.027011
1682.4,0.2,-0.7586547,0.01011726,0.004329119,-0.9264371
1682.6,0.2,-0.7073381,0.01450764,-0.001476411,-0.8221805
1682.8,0.2,-0.6435105,0.01849606,-0.007038783,-0.7144956
1683.0,0.2,-0.569662,0.02200344,-0.01220175,-0.6044311
1683.2,0.2,-0.4883834,0.02496517,-0.01682523,-0.4935973
1683.4,0.2,-0.4022871,0.02733284,-0.02079002,-0.3835043
1683.6,0.2,-0.3139315,0.02907512,-0.02400187,-0.2748973
1683.8,0.2,-0.2257504,0.03017777,-0.02639444,-0.1674624
1684.0,0.2,-0.1399859,0.0306429,-0.02793119,-0.06008624
1684.2,0.2,-0.05863006,0.03048741,-0.02860571,0.04838482
1684.4,0.2,0.01662454,0.02974103,-0.02844082,0.1581395
1684.6,0.2,0.08442046,0.02844418,-0.02748624,0.2675073
1684.8,0.2,0.143755,0.02664584,-0.02581533,0.3725075
1685.0,0.2,0.193982,0.02440173,-0.02352103,0.4670481
1685.2,0.2,0.234796,0.02177273,-0.02071135,0.5437927
1685.4,0.2,0.2662015,0.01882357,-0.01750466,0.5955282
1685.6,0.2,0.2884708,0.0156217,-0.01402499,0.6167254
1685.8,0.2,0.3020961,0.01223617,-0.01039744,0.6049257
1686.0,0.2,0.3077409,0.008736531,-0.006743707,0.5616151
1686.2,0.2,0.3061941,0.005191715,-0.003177993,0.4923538
1686.4,0.2,0.2983303,0.001668933,0.000196812,0.4060869
1686.6,0.2,0.2850753,-0.001767227,0.003292351,0.31374
1686.8,0.2,0.2673793,-0.005055449,0.006037297,0.2263683
1687.0,0.2,0.2461927,-0.008138037,0.008378916,0.1532409
1687.2,0.2,0.222448,-0.010961,0.01028353,0.1002771
1687.4,0.2,0.1970427,-0.01347401,0.01173585,0.06919226
1687.6,0.2,0.1708283,-0.01563052,0.01273719,0.05755984
1687.8,0.2,0.1446021,-0.01738818,0.01330288,0.0597792
1688.0,0.2,0.1191059,-0.01870986,0.01345911,0.06870618
1688.2,0.2,0.09502955,-0.01956542,0.01323957,0.07752172
1688.4,0.2,0.07301856,-0.01993406,0.01268238,0.08133712
1688.6,0.2,0.05368344,-0.01980735,0.01182744,0.07810116
1688.8,0.2,0.03760574,-0.01919226,0.0107146,0.06857588
1689.0,0.2,0.02533664,-0.01811411,0.009382621,0.05543298
1689.2,0.2,0.01738383,-0.01661854,0.007868966,0.04180525
1689.4,0.2,0.01418386,-0.01477229,0.006210282,0.02981251
1689.6,0.2,0.01605982,-0.0126621,0.004443438,0.01960015
1689.8,0.2,0.0231669,-0.01039157,0.002606881,0.009261618
1690.0,0.2,0.03543135,-0.008075823,0.0007420559,-0.004289772
1690.2,0.2,0.05249059,-0.005834268,-0.001105353,-0.0237812
1690.4,0.2,0.07364402,-0.003781927,-0.002884646,-0.04992051
1690.6,0.2,0.09782384,-0.002020196,-0.004540056,-0.08024989
1690.8,0.2,0.1235945,-0.0006280265,-0.006011635,-0.1090092
1691.0,0.2,0.1491867,0.000345365,-0.007237234,-0.1281803
1691.2,0.2,0.1725691,0.0008852613,-0.008155578,-0.1294775
1691.4,0.2,0.1915553,0.001012945,-0.008710298,-0.1067016
1691.6,0.2,0.2039412,0.0007836091,-0.008854604,-0.05771529
1691.8,0.2,0.2076622,0.0002808347,-0.008556131,0.01460875
1692.0,0.2,0.2009578,-0.00039171,-0.007801377,0.1027927
1692.2,0.2,0.182527,-0.001120319,-0.006599157,0.1963894
1692.4,0.2,0.1516625,-0.001791786,-0.004982548,0.2843122
1692.6,0.2,0.1083467,-0.002303166,-0.003008963,0.3570909
1692.8,0.2,0.05330226,-0.002569709,-0.0007582434,0.4083222
1693.0,0.2,-0.0120092,-0.002530255,0.001671123,0.4348851
1693.2,0.2,-0.08544114,-0.002149867,0.004167303,0.4359491
1693.4,0.2,-0.1642632,-0.001419858,0.006611419,0.4112596
1693.6,0.2,-0.2453015,-0.0003557497,0.008884239,0.3594645
1693.8,0.2,-0.3251056,0.001006155,0.01087267,0.2772565
1694.0,0.2,-0.4001312,0.002612878,0.01247558,0.1598248
1694.2,0.2,-0.4669237,0.004398987,0.01360858,0.002644107
1694.4,0.2,-0.522294,0.006290563,0.01420757,-0.1958709
1694.6,0.2,-0.563476,0.008208814,0.01423117,-0.4316654
1694.8,0.2,-0.5882596,0.01007338,0.01366193,-0.6932082
1695.0,0.2,-0.5950947,0.01180547,0.01250662,-0.9612222
1695.2,0.2,-0.583162,0.01333104,0.01079567,-1.210255
1695.4,0.2,-0.5524097,0.01458393,0.008581874,-1.411858
1695.6,0.2,-0.5035546,0.01550902,0.005938427,-1.538734
1695.8,0.2,-0.4380478,0.0160651,0.002956307,-1.568987
1696.0,0.2,-0.3580062,0.01622709,-0.0002590439,-1.489645
1696.2,0.2,-0.2661134,0.01598741,-0.003591677,-1.298892
1696.4,0.2,-0.1654934,0.01535612,-0.006919657,-1.006711
1696.6,0.2,-0.05956466,0.01435967,-0.01012,-0.6340187
1696.8,0.2,0.04811827,0.0130385,-0.01307374,-0.2104977
1697.0,0.2,0.1540265,0.01144345,-0.01567094,0.2285176
1697.2,0.2,0.254812,0.009631544,-0.01781517,0.6458017
1697.4,0.2,0.347447,0.007661576,-0.01942735,1.006318
1697.6,0.2,0.4293391,0.005589933,-0.0204486,1.281272
1697.8,0.2,0.4984161,0.003467136,-0.02084208,1.451692
1698.0,0.2,0.5531758,0.001335422,-0.02059374,1.511005
1698.2,0.2,0.5927,-0.0007724736,-0.01971201,1.466058
1698.4,0.2,0.6166349,-0.002833296,-0.01822663,1.33613
1698.6,0.2,0.6251423,-0.004832125,-0.01618674,1.149838
1698.8,0.2,0.6188284,-0.006760315,-0.01365836,0.9402251
1699.0,0.2,0.5986587,-0.008612809,-0.01072155,0.7388566
1699.2,0.2,0.5658672,-0.01038512,-0.007467173,0.5700733
1699.4,0.2,0.5218681,-0.01207029,-0.003993655,0.4466909
1699.6,0.2,0.4681758,-0.01365623,-0.0004036444,0.3682144
1699.8,0.2,0.4063396,-0.01512354,0.003199216,0.3220958
1700.0,0.2,0.3378941,-0.01644437,0.006713309,0.2878303
1700.2,0.2,0.264327,-0.0175823,0.01004179,0.2429362
1700.4,0.2,0.1870634,-0.01849361,0.01309493,0.1693258
1700.6,0.2,0.1074651,-0.01912973,0.01579217,0.05842484
1700.8,0.2,0.02684037,-0.01944092,0.01806368,-0.08630324
1701.0,0.2,-0.05353837,-0.01938065,0.01985176,-0.250086
1701.2,0.2,-0.1324145,-0.01891029,0.02111193,-0.4106025
1701.4,0.2,-0.2085289,-0.01800346,0.02181394,-0.5437379
1701.6,0.2,-0.2806075,-0.01664938,0.02194264,-0.6297761
1701.8,0.2,-0.3473601,-0.01485498,0.02149874,-0.6584006
1702.0,0.2,-0.4074898,-0.0126454,0.02049916,-0.6312454
1702.2,0.2,-0.4597176,-0.01006299,0.01897701,-0.5614341
1702.4,0.2,-0.5028173,-0.0071653,0.01698091,-0.470354
1702.6,0.2,-0.5356604,-0.004022259,0.01457338,-0.3825955
1702.8,0.2,-0.5572662,-0.0007133542,0.01182856,-0.320384
1703.0,0.2,-0.566853,0.002675065,0.008829082,-0.2988511
1703.2,0.2,-0.5638869,0.006052134,0.005662471,-0.3231673
1703.4,0.2,-0.5481237,0.009324634,0.002417426,-0.3880196
1703.6,0.2,-0.5196441,0.01239928,-0.0008196911,-0.4793162
1703.8,0.2,-0.4788775,0.01518554,-0.003967788,-0.5775067
1704.0,0.2,-0.4266157,0.01759912,-0.006953156,-0.6616296
1704.2,0.2,-0.3640132,0.01956618,-0.009710715,-0.7131675
1704.4,0.2,-0.2925728,0.02102772,-0.01218447,-0.7189755
1704.6,0.2,-0.2141142,0.02194362,-0.01432744,-0.6728645
1704.8,0.2,-0.1307248,0.02229539,-0.01610128,-0.5757683
1705.0,0.2,-0.0446917,0.02208696,-0.01747598,-0.4347146
1705.2,0.2,0.04158153,0.0213433,-0.01842972,-0.2610112
1705.4,0.2,0.1256695,0.02010685,-0.01894894,-0.06812929
1705.6,0.2,0.2052234,0.01843257,-0.01902872,0.1302727
1705.8,0.2,0.2780638,0.01638248,-0.01867303,0.3218564
1706.0,0.2,0.3422623,0.01402096,-0.01789493,0.4964793
1706.2,0.2,0.3962022,0.01141149,-0.01671643,0.6464517
1706.4,0.2,0.4386197,0.008615514,-0.015168,0.7663434
1706.6,0.2,0.4686225,0.00569308,-0.01328779,0.8525998
1706.8,0.2,0.4856936,0.002704682,-0.01112054,0.9032389
1707.0,0.2,0.4896837,-0.0002867166,-0.00871662,0.9178089
1707.2,0.2,0.4808002,-0.003214515,-0.006130953,0.8976274
1707.4,0.2,0.459595,-0.006008914,-0.003422212,0.846135
1707.6,0.2,0.4269533,-0.008599196,-0.0006520806,0.7690593
1707.8,0.2,0.3840808,-0.01091754,0.00211544,0.6740702
1708.0,0.2,0.3324833,-0.01290357,0.004814824,0.5697418
1708.2,0.2,0.2739352,-0.01450871,0.007380041,0.463903
1708.4,0.2,0.210431,-0.01569931,0.009745877,0.3617763
1708.6,0.2,0.144119,-0.01645811,0.01184957,0.2645328
1708.8,0.2,0.07722002,-0.01678383,0.0136327,0.1689315
1709.0,0.2,0.01193717,-0.01668931,0.01504321,0.0684699
1709.2,0.2,-0.0496367,-0.01619891,0.01603743,-0.04399419
1709.4,0.2,-0.1056039,-0.01534578,0.01658196,-0.1727654
1709.6,0.2,-0.154331,-0.01416993,0.01665525,-0.3160644
1709.8,0.2,-0.1945191,-0.01271666,0.01624901,-0.4642558
1710.0,0.2,-0.2252301,-0.01103493,0.01537022,-0.6005135
1710.2,0.2,-0.2458789,-0.009178625,0.01404067,-0.7041873
1710.4,0.2,-0.2562543,-0.007205429,0.0122978,-0.7562102
1710.6,0.2,-0.2565144,-0.005175571,0.0101944,-0.7450407
1710.8,0.2,-0.2471733,-0.003149826,0.007797682,-0.6712004
1711.0,0.2,-0.2290801,-0.001186885,0.005187524,-0.5486672
1711.2,0.2,-0.2033893,0.0006594958,0.00245386,-0.4022285
1711.4,0.2,-0.1715198,0.002343056,-0.0003067184,-0.261172
1711.6,0.2,-0.1351027,0.00382687,-0.002994996,-0.1509875
1711.8,0.2,-0.09591727,0.005084253,-0.005513538,-0.08561611
1712.0,0.2,-0.05581807,0.006098764,-0.007771134,-0.06286508
1712.2,0.2,-0.0166565,0.006863548,-0.009686947,-0.06479138
1712.4,0.2,0.01979764,0.00738037,-0.01119408,-0.06334818
1712.6,0.2,0.05193031,0.007658612,-0.01224233,-0.02983205
1712.8,0.2,0.07834867,0.007714398,-0.01280009,0.05473937
1713.0,0.2,0.09793514,0.007569798,-0.01285531,0.1917334
1713.2,0.2,0.1098883,0.007251942,-0.01241562,0.3623206
1713.4,0.2,0.11375,0.006791865,-0.01150774,0.5314345
1713.6,0.2,0.1094183,0.006222952,-0.01017611,0.6573746
1713.8,0.2,0.09714603,0.005579076,-0.00848093,0.7042063
1714.0,0.2,0.07752452,0.004892625,-0.006495633,0.6530326
1714.2,0.2,0.05145283,0.004192803,-0.004303748,0.508429
1714.4,0.2,0.020093,0.003504504,-0.001995359,0.2978118
1714.6,0.2,-0.01518668,0.002847984,0.0003367283,0.06379431
1714.8,0.2,-0.05287695,0.002239317,0.002600898,-0.1481003
1715.0,0.2,-0.0913971,0.001691407,0.004710469,-0.302443
1715.2,0.2,-0.1291637,0.001215177,0.006587028,-0.3834461
1715.4,0.2,-0.1646539,0.000820522,0.00816318,-0.398023
1715.6,0.2,-0.1964599,0.0005166893,0.009384601,-0.3715039
1715.8,0.2,-0.2233322,0.0003119411,0.01021141,-0.3375958
1716.0,0.2,-0.2442122,0.0002125625,0.01061889,-0.3260843
1716.2,0.2,-0.258254,0.0002214463,0.01059775,-0.3524765
1716.4,0.2,-0.2648388,0.0003365843,0.01015393,-0.4130486
1716.6,0.2,-0.2635828,0.0005497904,0.009308124,-0.4868424
1716.8,0.2,-0.2543408,0.0008459082,0.008094919,-0.5437173
1717.0,0.2,-0.2372058,0.00120265,0.006561623,-0.5554751
1717.2,0.2,-0.2125066,0.001591125,0.004766644,-0.506064
1717.4,0.2,-0.1808014,0.001977046,0.002777446,-0.3972958
1717.6,0.2,-0.1428673,0.002322599,0.0006681026,-0.2481942
1717.8,0.2,-0.09968606,0.002588922,-0.001483435,-0.08840872
1718.0,0.2,-0.05242295,0.002739115,-0.003598193,0.05177784
1718.2,0.2,-0.002399254,0.002741619,-0.005598985,0.1512009
1718.4,0.2,0.04894399,0.002573651,-0.007413046,0.2039015
1718.6,0.2,0.1000916,0.002224278,-0.008974425,0.2195765
1718.8,0.2,0.1495097,0.001696598,-0.01022615,0.2185229
1719.0,0.2,0.1957091,0.001008522,-0.01112227,0.2231864
1719.2,0.2,0.237315,0.0001918126,-0.01162977,0.2495622
1719.4,0.2,0.2731355,-0.0007107301,-0.01173046,0.3016011
1719.6,0.2,0.3022259,-0.001649657,-0.01142257,0.3705222
1719.8,0.2,0.3239391,-0.002574258,-0.01072193,0.4390157
1720.0,0.2,0.3379572,-0.003438122,-0.00966227,0.4884782
1720.2,0.2,0.3443014,-0.004204006,-0.00829438,0.5063546
1720.4,0.2,0.3433166,-0.004847238,-0.0066838,0.4907399
1720.6,0.2,0.335634,-0.00535719,-0.004907077,0.4505677
1720.8,0.2,0.3221146,-0.005736691,-0.003046778,0.4014866
1721.0,0.2,0.3037792,-0.00599962,-0.001185767,0.3592002
1721.2,0.2,0.2817315,-0.006167172,0.0005985811,0.332985
1721.4,0.2,0.2570795,-0.006263461,0.002239506,0.3219581
1721.6,0.2,0.2308622,-0.006311107,0.003684676,0.315533
1721.8,0.2,0.2039853,-0.006327388,0.004898292,0.2978392
1722.0,0.2,0.1771716,-0.006321389,0.005861351,0.254342
1722.2,0.2,0.150931,-0.006292433,0.00657029,0.1780799
1722.4,0.2,0.1255506,-0.006229944,0.00703442,0.0731361
1722.6,0.2,0.1011096,-0.00611477,0.007272745,-0.04593248
1722.8,0.2,0.07751433,-0.00592186,0.007310705,-0.1584104
1723.0,0.2,0.05455053,-0.005624075,0.007177294,-0.2437923
1723.2,0.2,0.03194421,-0.005196731,0.006902794,-0.2878247
1723.4,0.2,0.009421912,-0.004622331,0.006517195,-0.2861033
1723.6,0.2,-0.01323982,-0.003894821,0.006049198,-0.2441792
1723.8,0.2,-0.03618362,-0.003022684,0.005525671,-0.1745354
1724.0,0.2,-0.05946342,-0.002030255,0.00497138,-0.0919735
1724.2,0.2,-0.08305916,-0.0009568881,0.004408942,-0.009418963
1724.4,0.2,-0.1069087,0.0001461123,0.003858928,0.06423837
1724.6,0.2,-0.1309483,0.001220507,0.003340142,0.1237107
1724.8,0.2,-0.1551519,0.002207496,0.002870021,0.1649819
1725.0,0.2,-0.1795582,0.003054619,0.00246506,0.182675
1725.2,0.2,-0.2042808,0.00372229,0.002141059,0.1688637
1725.4,0.2,-0.2294956,0.00418911,0.001912963,0.1144018
1725.6,0.2,-0.2554075,0.004455261,0.001794044,0.01263181
1725.8,0.2,-0.2821995,0.004543563,0.001794338,-0.1359079
1726.0,0.2,-0.3099702,0.004497989,0.001918382,-0.3198719
1726.2,0.2,-0.3386653,0.004379728,0.002162544,-0.516543
1726.4,0.2,-0.3680118,0.00426112,0.002512414,-0.6952612
1726.6,0.2,-0.397461,0.004218,0.002940838,-0.8242954
1726.8,0.2,-0.4261474,0.004321202,0.003407133,-0.879207
1727.0,0.2,-0.4528705,0.004628107,0.00385789,-0.8500064
1727.2,0.2,-0.4761064,0.005175225,0.004229512,-0.7446399
1727.4,0.2,-0.4940528,0.005972755,0.00445237,-0.587497
1727.6,0.2,-0.5047118,0.007001889,0.004456174,-0.41328
1727.8,0.2,-0.5060059,0.008215308,0.004176006,-0.25812
1728.0,0.2,-0.4959226,0.009540863,0.003558378,-0.1506904
1728.2,0.2,-0.4726754,0.01088797,0.002566697,-0.1059613
1728.4,0.2,-0.434866,0.01215581,0.001185653,-0.1232266
1728.6,0.2,-0.3816317,0.01324215,-0.0005758538,-0.1885084
1728.8,0.2,-0.3127624,0.01405162,-0.002683441,-0.2799939
1729.0,0.2,-0.2287751,0.01450245,-0.005077703,-0.3742967
1729.2,0.2,-0.1309406,0.01453108,-0.007676357,-0.4513616
1729.4,0.2,-0.0212601,0.01409454,-0.01037792,-0.4966776
1729.6,0.2,0.09760048,0.01317093,-0.01306668,-0.5007411
1729.8,0.2,0.2224132,0.01175867,-0.01561855,-0.4568869
1730.0,0.2,0.3495154,0.009875158,-0.01790758,-0.3591967
1730.2,0.2,0.4749541,0.007555298,-0.01981241,-0.2019857
1730.4,0.2,0.5946397,0.004850273,-0.02122261,0.01851116
1730.6,0.2,0.7045055,0.001826332,-0.02204424,0.3007928
1730.8,0.2,0.8006679,-0.00143671,-0.02220456,0.6345443
1731.0,0.2,0.879586,-0.004847685,-0.02165573,0.9986455
1731.2,0.2,0.9382144,-0.008307317,-0.02037733,1.362033
1731.4,0.2,0.974142,-0.01171253,-0.01837774,1.687687
1731.6,0.2,0.9857083,-0.01496152,-0.01569431,1.93884
1731.8,0.2,0.9720866,-0.01795898,-0.01239222,2.085692
1732.0,0.2,0.9333265,-0.02062074,-0.008562141,2.110709
1732.2,0.2,0.8703511,-0.0228771,-0.004316541,2.011123
1732.4,0.2,0.7849084,-0.02467446,0.0002150537,1.798229
1732.6,0.2,0.679483,-0.02597501,0.004891668,1.494081
1732.8,0.2,0.5571762,-0.026755,0.009566916,1.126895
1733.0,0.2,0.4215655,-0.02700205,0.01409497,0.7265628
1733.2,0.2,0.2765547,-0.02671241,0.01833601,0.3212944
1733.4,0.2,0.1262242,-0.0258889,0.02216075,-0.06429809
1733.6,0.2,-0.02531157,-0.02454005,0.02545382,-0.4100126
1733.8,0.2,-0.1740338,-0.02268067,0.02811617,-0.700453
1734.0,0.2,-0.3161346,-0.02033342,0.03006648,-0.9256033
1734.2,0.2,-0.4481163,-0.01753108,0.03124216,-1.081752
1734.4,0.2,-0.5668737,-0.01431862,0.03160023,-1.17239
1734.6,0.2,-0.6697613,-0.0107543,0.03111824,-1.208354
1734.8,0.2,-0.7546445,-0.006909479,0.02979566,-1.206482
1735.0,0.2,-0.8199373,-0.002866833,0.02765524,-1.186486
1735.2,0.2,-0.8646254,0.001282854,0.02474433,-1.166473
1735.4,0.2,-0.8882763,0.005444696,0.02113554,-1.158197
1735.6,0.2,-0.8910349,0.00952391,0.01692637,-1.163552
1735.8,0.2,-0.8736044,0.01342951,0.01223738,-1.173651
1736.0,0.2,-0.8372106,0.01707697,0.007208771,-1.171163
1736.2,0.2,-0.7835487,0.02038973,0.001995468,-1.135522
1736.4,0.2,-0.7147139,0.02329956,-0.003239023,-1.049638
1736.6,0.2,-0.6331187,0.02574644,-0.008329454,-0.9060225
1736.8,0.2,-0.5414006,0.02767828,-0.01311584,-0.7103341
1737.0,0.2,-0.4423274,0.02905127,-0.01745011,-0.4810163
1737.2,0.2,-0.3387065,0.0298311,-0.02120191,-0.2449484
1737.4,0.2,-0.233303,0.02999507,-0.02426345,-0.03032534
1737.6,0.2,-0.1287697,0.02953492,-0.02655313,0.1410718
1737.8,0.2,-0.02758765,0.02845965,-0.02801798,0.2597887
1738.0,0.2,0.06798338,0.02679788,-0.02863507,0.3308966
1738.2,0.2,0.1559507,0.02459885,-0.02841176,0.3717227
1738.4,0.2,0.2346328,0.02193176,-0.02738497,0.4057608
1738.6,0.2,0.3027027,0.01888317,-0.02561937,0.4546259
1738.8,0.2,0.3592302,0.01555258,-0.02320456,0.5305595
1739.0,0.2,0.4037167,0.01204663,-0.02025112,0.6318521
1739.2,0.2,0.4361155,0.0084725,-0.01688581,0.7426651
1739.4,0.2,0.4568322,0.00493125,-0.01324593,0.8373821
1739.6,0.2,0.466697,0.001511751,-0.009473156,0.8882193
1739.8,0.2,0.4669079,-0.001714149,-0.005707188,0.8738219
1740.0,0.2,0.4589464,-0.004694813,-0.002079542,0.7862724
1740.2,0.2,0.4444699,-0.007400061,0.001292158,0.6344215
1740.4,0.2,0.4251908,-0.009820381,0.00430909,0.44255
1740.6,0.2,0.4027518,-0.01196419,0.006895079,0.2447335
1740.8,0.2,0.3786076,-0.01385341,0.008999197,0.07649577
1741.0,0.2,0.3539242,-0.01551782,0.01059698,-0.03393659
1741.2,0.2,0.3295034,-0.01698875,0.01169024,-0.07241153
1741.4,0.2,0.3057375,-0.01829291,0.01230541,-0.04189344
1741.6,0.2,0.2826013,-0.01944709,0.01249054,0.03894548
1741.8,0.2,0.2596797,-0.02045439,0.01231121,0.1410917
1742.0,0.2,0.2362315,-0.02130252,0.01184539,0.2329925
1742.2,0.2,0.2112848,-0.0219644,0.01117778,0.2886808
1742.4,0.2,0.1837561,-0.02240086,0.01039394,0.2940942
1742.6,0.2,0.1525831,-0.02256517,0.009574594,0.2500035
1742.8,0.2,0.1168595,-0.0224085,0.008790452,0.1708985
1743.0,0.2,0.07595796,-0.02188572,0.008098002,0.08025329
1743.2,0.2,0.02963092,-0.02096075,0.007536377,0.003522252
1743.4,0.2,-0.02192118,-0.01961087,0.007125539,-0.03923418
1743.6,0.2,-0.07801868,-0.01782966,0.006865835,-0.03914323
1743.8,0.2,-0.1375102,-0.0156286,0.006738916,-0.001239579
1744.0,0.2,-0.198816,-0.01303726,0.006709945,0.05655717
1744.2,0.2,-0.2600016,-0.01010255,0.00673093,0.1078952
1744.4,0.2,-0.3188756,-0.00688702,0.006744945,0.1246815
1744.6,0.2,-0.3731031,-0.003466638,0.00669094,0.08426623
1744.8,0.2,-0.4203301,7.201757e-05,0.006508766,-0.02471059
1745.0,0.2,-0.4583108,0.003634963,0.006144017,-0.1992415
1745.2,0.2,-0.4850339,0.00712441,0.005552327,-0.4223049
1745.4,0.2,-0.4988421,0.01044264,0.004702795,-0.6663916
1745.6,0.2,-0.4985376,0.01349603,0.003580345,-0.8991369
1745.8,0.2,-0.4834679,0.01619889,0.002186956,-1.089529
1746.0,0.2,-0.4535854,0.01847708,0.000541829,-1.213155
1746.2,0.2,-0.4094737,0.02027092,-0.001319366,-1.255384
1746.4,0.2,-0.3523389,0.02153745,-0.003345951,-1.212105
1746.6,0.2,-0.2839639,0.02225188,-0.005474241,-1.088348
1746.8,0.2,-0.2066292,0.02240826,-0.007629984,-0.8956878
1747.0,0.2,-0.1230062,0.02201944,-0.009731197,-0.649459
1747.2,0.2,-0.03602976,0.02111635,-0.01169144,-0.3666178
1747.4,0.2,0.05124028,0.01974667,-0.01342356,-0.06459907
1747.6,0.2,0.1357607,0.01797284,-0.01484392,0.239005
