t  [s],Delta_t  [s],z_wf  [m],phi_wf  [rad],theta_wf  [rad],zeta  [m]
3491.8,0.2,0.3611931,-0.004188242,-0.004087492,0.619481
3492.0,0.2,0.3195286,-0.004936461,-0.001767777,0.5429773
3492.2,0.2,0.2694256,-0.005595213,0.0006895701,0.4441615
3492.4,0.2,0.2121054,-0.006137769,0.003202626,0.3080246
3492.6,0.2,0.1489477,-0.006538467,0.005686429,0.1315785
3492.8,0.2,0.08145016,-0.00677423,0.008056317,-0.07141305
3493.0,0.2,0.01118646,-0.006826231,0.01023136,-0.2723154
3493.2,0.2,-0.06023702,-0.006681519,0.01213773,-0.4358566
3493.4,0.2,-0.1312247,-0.006334357,0.01371168,-0.5319899
3493.6,0.2,-0.2002346,-0.005787165,0.01490217,-0.5471264
3493.8,0.2,-0.2658194,-0.005050896,0.01567266,-0.4904911
3494.0,0.2,-0.3266637,-0.004144783,0.01600228,-0.3929405
3494.2,0.2,-0.3816177,-0.003095348,0.0158862,-0.2981971
3494.4,0.2,-0.4297255,-0.00193463,0.01533541,-0.2491797
3494.6,0.2,-0.4702463,-0.0006976791,0.01437587,-0.2739576
3494.8,0.2,-0.5026677,0.0005804939,0.01304726,-0.3761507
3495.0,0.2,-0.5267064,0.001868128,0.01140127,-0.533185
3495.2,0.2,-0.5422971,0.00313954,0.009499392,-0.7031562
3495.4,0.2,-0.5495646,0.004376963,0.007410262,-0.8380758
3495.6,0.2,-0.5487839,0.005570877,0.005206352,-0.8990518
3495.8,0.2,-0.5403294,0.00671855,0.002960238,-0.868299
3496.0,0.2,-0.5246202,0.007820928,0.0007405823,-0.7540319
3496.2,0.2,-0.5020699,0.008878374,-0.001391783,-0.5868212
3496.4,0.2,-0.4730483,0.009886132,-0.003387193,-0.4089571
3496.6,0.2,-0.4378603,0.01083053,-0.005209442,-0.2606813
3496.8,0.2,-0.3967467,0.01168686,-0.006836633,-0.1680326
3497.0,0.2,-0.3499042,0.01241955,-0.008260433,-0.1362427
3497.2,0.2,-0.2975224,0.01298475,-0.009483828,-0.150493
3497.4,0.2,-0.2398301,0.01333502,-0.01051775,-0.1832009
3497.6,0.2,-0.1771435,0.01342524,-0.01137715,-0.2048015
3497.8,0.2,-0.1099096,0.01321867,-0.01207726,-0.1939947
3498.0,0.2,-0.03873828,0.01269223,-0.01263056,-0.1439248
3498.2,0.2,0.0355811,0.01183991,-0.01304501,-0.06250273
3498.4,0.2,0.1120807,0.01067396,-0.01332354,0.032649
3498.6,0.2,0.1896325,0.009223802,-0.01346486,0.1222246
3498.8,0.2,0.2669835,0.007532844,-0.01346502,0.1929597
3499.0,0.2,0.3428022,0.005653925,-0.01331927,0.2422007
3499.2,0.2,0.4157327,0.003644083,-0.01302374,0.2779339
3499.4,0.2,0.4844503,0.001559386,-0.0125766,0.3147423
3499.6,0.2,0.5477104,-0.0005495176,-0.01197843,0.3676579
3499.8,0.2,0.6043862,-0.002640661,-0.01123204,0.446464
3500.0,0.2,0.6534893,-0.00468256,-0.01034189,0.5525273
3500.2,0.2,0.694173,-0.006654458,-0.009313399,0.6789844
3500.4,0.2,0.7257194,-0.008545134,-0.008152387,0.8136479
3500.6,0.2,0.7475158,-0.01035052,-0.006864826,0.942967
3500.8,0.2,0.759027,-0.01207052,-0.00545681,1.05518
3501.0,0.2,0.759774,-0.0137054,-0.003934689,1.141469
3501.2,0.2,0.7493229,-0.01525236,-0.002305225,1.195088
3501.4,0.2,0.7272918,-0.01670248,-0.0005757145,1.209554
3501.6,0.2,0.6933739,-0.01803853,0.001245848,1.177506
3501.8,0.2,0.6473753,-0.01923369,0.003150429,1.091494
3502.0,0.2,0.5892616,-0.02025144,0.005127214,0.946958
3502.2,0.2,0.5192076,-0.0210465,0.007162336,0.7463915
3502.4,0.2,0.4376426,-0.0215668,0.009237098,0.5027545
3502.6,0.2,0.3452891,-0.02175652,0.0113259,0.2401349
3502.8,0.2,0.243191,-0.02156,0.01339429,-0.009537871
3503.0,0.2,0.132731,-0.02092642,0.01539767,-0.2134384
3503.2,0.2,0.01563603,-0.019815,0.01728109,-0.3466261
3503.4,0.2,-0.106031,-0.01820028,0.01898051,-0.3998589
3503.6,0.2,-0.2298949,-0.01607685,0.02042565,-0.3836511
3503.8,0.2,-0.3533131,-0.01346311,0.02154406,-0.3268344
3504.0,0.2,-0.4734437,-0.01040305,0.02226618,-0.26963
3504.2,0.2,-0.5873401,-0.006965944,0.02253067,-0.2530713
3504.4,0.2,-0.6920688,-0.003243441,0.02228948,-0.3078905
3504.6,0.2,-0.7848458,0.0006556452,0.02151205,-0.4462203
3504.8,0.2,-0.8631777,0.004612336,0.02018839,-0.6585749
3505.0,0.2,-0.9249953,0.008505461,0.01833075,-0.9168494
3505.2,0.2,-0.9687633,0.01221963,0.01597386,-1.182137
3505.4,0.2,-0.9935534,0.01565228,0.01317379,-1.4147
3505.6,0.2,-0.9990726,0.01871916,0.01000548,-1.582966
3505.8,0.2,-0.9856467,0.02135781,0.006559316,-1.669025
3506.0,0.2,-0.9541621,0.02352903,0.002936628,-1.669569
3506.2,0.2,-0.9059764,0.02521657,-0.0007553835,-1.592828
3506.4,0.2,-0.842809,0.02642529,-0.004409136,-1.453296
3506.6,0.2,-0.7666223,0.02717821,-0.007922178,-1.266491
3506.8,0.2,-0.6795038,0.02751267,-0.01120235,-1.045519
3507.0,0.2,-0.5835543,0.0274757,-0.01417218,-0.8002323
3507.2,0.2,-0.4807891,0.02711876,-0.01677221,-0.5385806
3507.4,0.2,-0.3730556,0.02649204,-0.01896292,-0.2689469
3507.6,0.2,-0.2619714,0.0256386,-0.0207251,-0.002024999
3507.8,0.2,-0.1488907,0.02458887,-0.02205871,0.2488059
3508.0,0.2,-0.03490038,0.02335629,-0.02298016,0.4688776
3508.2,0.2,0.07914862,0.0219348,-0.02351846,0.6448625
3508.4,0.2,0.1925767,0.02029892,-0.02371035,0.7676087
3508.6,0.2,0.3047826,0.01840675,-0.02359503,0.834134
3508.8,0.2,0.415132,0.01620589,-0.02320888,0.8481546
3509.0,0.2,0.522842,0.01364179,-0.02258082,0.8191442
3509.2,0.2,0.6268767,0.01066736,-0.02172877,0.7604541
3509.4,0.2,0.7258694,0.007252824,-0.0206577,0.6872549
3509.6,0.2,0.8180841,0.003394138,-0.01935972,0.6149085
3509.8,0.2,0.9014235,-0.0008809451,-0.01781617,0.5579635
3510.0,0.2,0.973488,-0.005510177,-0.01600159,0.5295191
3510.2,0.2,1.03168,-0.0103977,-0.01388916,0.5404535
3510.4,0.2,1.07335,-0.01541832,-0.01145692,0.5981085
3510.6,0.2,1.095965,-0.02042441,-0.008693804,0.7044163
3510.8,0.2,1.097298,-0.02525463,-0.00560479,0.8539748
3511.0,0.2,1.075609,-0.02974321,-0.002214384,1.032934
3511.2,0.2,1.029812,-0.03372909,0.001431917,1.219554
3511.4,0.2,0.95961,-0.03706407,0.005268247,1.386859
3511.6,0.2,0.8655901,-0.03961977,0.009210822,1.507074
3511.8,0.2,0.7492667,-0.04129328,0.01316171,1.556779
3512.0,0.2,0.613072,-0.04201151,0.01701335,1.521324
3512.2,0.2,0.4602925,-0.04173451,0.02065333,1.397106
3512.4,0.2,0.294954,-0.04045761,0.02396898,1.191038
3512.6,0.2,0.1216635,-0.03821228,0.02685175,0.91744
3512.8,0.2,-0.05458389,-0.03506549,0.02920128,0.5935665
3513.0,0.2,-0.2286203,-0.03111715,0.03092924,0.2354294
3513.2,0.2,-0.3953318,-0.02649552,0.03196304,-0.1445364
3513.4,0.2,-0.5498829,-0.02135059,0.03224936,-0.5371692
3513.6,0.2,-0.6879274,-0.01584587,0.03175724,-0.9339044
3513.8,0.2,-0.8057942,-0.01014914,0.03048051,-1.322988
3514.0,0.2,-0.9006375,-0.004423186,0.02843925,-1.686377
3514.2,0.2,-0.9705423,0.001182637,0.02567986,-1.999004
3514.4,0.2,-1.014579,0.006539126,0.02227378,-2.23127
3514.6,0.2,-1.032803,0.01154167,0.01831467,-2.354495
3514.8,0.2,-1.026194,0.01611217,0.01391445,-2.347896
3515.0,0.2,-0.9965538,0.02019853,0.009198403,-2.204982
3515.2,0.2,-0.9463484,0.02377208,0.004299849,-1.937274
3515.4,0.2,-0.8785304,0.02682352,-0.000645181,-1.573946
3515.6,0.2,-0.7963433,0.02935789,-0.005502966,-1.157198
3515.8,0.2,-0.7031303,0.03138923,-0.01014653,-0.7343962
3516.0,0.2,-0.6021599,0.03293548,-0.01445936,-0.3489615
3516.2,0.2,-0.4964827,0.03401397,-0.01833839,-0.0323389
3516.4,0.2,-0.388825,0.03463796,-0.02169624,0.2009456
3516.6,0.2,-0.2815227,0.03481456,-0.02446279,0.3539934
3516.8,0.2,-0.1764955,0.03454404,-0.02658615,0.4440167
3517.0,0.2,-0.07525417,0.0338209,-0.0280331,0.4957224
3517.2,0.2,0.02106326,0.03263619,-0.02878909,0.5335004
3517.4,0.2,0.1116356,0.03098113,-0.02885781,0.5745605
3517.6,0.2,0.1958906,0.0288513,-0.02826047,0.6248116
3517.8,0.2,0.2734336,0.02625085,-0.02703474,0.6784527
3518.0,0.2,0.3439787,0.02319615,-0.02523347,0.721178
3518.2,0.2,0.4072895,0.01971824,-0.02292309,0.7359039
3518.4,0.2,0.4631338,0.01586383,-0.02018172,0.7092689
3518.6,0.2,0.5112546,0.01169473,-0.01709685,0.6370043
3518.8,0.2,0.5513581,0.007286028,-0.01376267,0.5266523
3519.0,0.2,0.5831183,0.002723301,-0.01027699,0.3968761
3519.2,0.2,0.6061941,-0.001900508,-0.006737844,0.2735531
3519.4,0.2,0.6202561,-0.006488194,-0.003239988,0.1836995
3519.6,0.2,0.6250183,-0.0109411,0.0001284966,0.1488347
3519.8,0.2,0.6202736,-0.01516159,0.003289283,0.1795117
3520.0,0.2,0.6059278,-0.01905544,0.00617628,0.2724185
3520.2,0.2,0.5820332,-0.02253426,0.008737371,0.4107709
3520.4,0.2,0.5488185,-0.02551846,0.01093532,0.5678662
3520.6,0.2,0.5067149,-0.02794051,0.01274784,0.7128624
3520.8,0.2,0.4563746,-0.02974858,0.01416701,0.8173081
3521.0,0.2,0.3986795,-0.03090991,0.01519794,0.8608101
3521.2,0.2,0.334735,-0.03141341,0.01585717,0.8345183
3521.4,0.2,0.2658478,-0.03127088,0.01617062,0.7417451
3521.6,0.2,0.1934848,-0.03051628,0.01617144,0.5958297
3521.8,0.2,0.1192156,-0.02920304,0.01589772,0.4160712
3522.0,0.2,0.04464249,-0.02739962,0.01539016,0.2229916
3522.2,0.2,-0.02867319,-0.0251838,0.01468992,0.03423283
3522.4,0.2,-0.09928172,-0.02263665,0.01383658,-0.1379533
3522.6,0.2,-0.1659025,-0.01983699,0.01286642,-0.2872517
3522.8,0.2,-0.2274628,-0.01685705,0.01181106,-0.4121487
3523.0,0.2,-0.2831145,-0.01375993,0.01069663,-0.5138726
3523.2,0.2,-0.3322291,-0.0105988,0.009543357,-0.5943463
3523.4,0.2,-0.3743759,-0.007417818,0.008365604,-0.6549064
3523.6,0.2,-0.40929,-0.004254171,0.007172366,-0.6961115
3523.8,0.2,-0.4368364,-0.001140585,0.005968026,-0.7184437
3524.0,0.2,-0.4569782,0.001892241,0.004753351,-0.7233162
3524.2,0.2,-0.4697523,0.004813863,0.003526654,-0.7136854
3524.4,0.2,-0.4752546,0.007593278,0.002285062,-0.6937807
3524.6,0.2,-0.4736341,0.01019912,0.001025858,-0.6679038
3524.8,0.2,-0.4650924,0.01260069,-0.000252152,-0.6387443
3525.0,0.2,-0.4498861,0.01476953,-0.001547322,-0.6059817
3525.2,0.2,-0.4283274,0.01668104,-0.002854001,-0.5659453
3525.4,0.2,-0.4007831,0.01831568,-0.00416167,-0.5127541
3525.6,0.2,-0.3676688,0.01965955,-0.005454531,-0.4407703
3525.8,0.2,-0.3294422,0.02070406,-0.006711667,-0.347599
3526.0,0.2,-0.2865953,0.02144472,-0.007907835,-0.2365001
3526.2,0.2,-0.2396503,0.0218794,-0.009014844,-0.1171271
3526.4,0.2,-0.18916,0.02200649,-0.01000338,-0.003994352
3526.6,0.2,-0.1357146,0.02182329,-0.01084501,0.08714178
3526.8,0.2,-0.07995518,0.02132526,-0.01151416,0.1440013
3527.0,0.2,-0.02259057,0.02050642,-0.01198963,0.1620862
3527.2,0.2,0.03558418,0.01936085,-0.01225567,0.147041
3527.4,0.2,0.0936729,0.01788535,-0.01230225,0.1140569
3527.6,0.2,0.150671,0.01608255,-0.01212488,0.08422927
3527.8,0.2,0.2054696,0.01396424,-0.01172387,0.07879199
3528.0,0.2,0.2568743,0.01155399,-0.01110346,0.1129114
3528.2,0.2,0.303638,0.00888884,-0.01027105,0.1909552
3528.4,0.2,0.3445078,0.006019505,-0.00923672,0.3047526
3528.6,0.2,0.3782829,0.003009185,-0.008013216,0.4354547
3528.8,0.2,0.4038778,-6.898624e-05,-0.006616359,0.5584776
3529.0,0.2,0.4203874,-0.003135457,-0.005065797,0.6500559
3529.2,0.2,0.4271474,-0.006108332,-0.003385851,0.6934501
3529.4,0.2,0.4237861,-0.008907547,-0.001606226,0.6830142
3529.6,0.2,0.4102629,-0.01145877,0.0002376662,0.625042
3529.8,0.2,0.3868913,-0.01369675,0.002104934,0.5353326
3530.0,0.2,0.3543442,-0.01556792,0.003950042,0.4343835
3530.2,0.2,0.3136406,-0.01703215,0.005724224,0.3417394
3530.4,0.2,0.266114,-0.01806372,0.007377363,0.2711188
3530.6,0.2,0.2133637,-0.01865142,0.008860126,0.2275449
3530.8,0.2,0.1571914,-0.01879793,0.01012618,0.2069969
3531.0,0.2,0.09952621,-0.01851866,0.0111343,0.1983443
3531.2,0.2,0.04234266,-0.01784001,0.01185023,0.1867657
3531.4,0.2,-0.01242326,-0.0167975,0.01224817,0.1576264
3531.6,0.2,-0.06295552,-0.01543376,0.01231193,0.09989693
3531.8,0.2,-0.1076319,-0.01379663,0.01203563,0.00851738
3532.0,0.2,-0.1450869,-0.01193751,0.01142404,-0.1145155
3532.2,0.2,-0.1742621,-0.009910091,0.01049257,-0.2602791
3532.4,0.2,-0.1944415,-0.007769293,0.00926681,-0.4140859
3532.6,0.2,-0.2052741,-0.005570552,0.007781886,-0.5574763
3532.8,0.2,-0.2067822,-0.003369239,0.006081417,-0.6708629
3533.0,0.2,-0.1993578,-0.001220127,0.004216308,-0.7365984
3533.2,0.2,-0.1837468,0.0008232306,0.002243395,-0.7421092
3533.4,0.2,-0.1610226,0.002709352,0.0002240149,-0.6825574
3533.6,0.2,-0.1325479,0.004390003,-0.001777427,-0.5623958
3533.8,0.2,-0.09992775,0.005821787,-0.003694905,-0.3952583
3534.0,0.2,-0.06495203,0.00696815,-0.005462273,-0.2019422
3534.2,0.2,-0.02953159,0.00780172,-0.007014917,-0.006727374
3534.4,0.2,0.004372387,0.008306775,-0.008291697,0.1672037
3534.6,0.2,0.03482325,0.008481513,-0.00923725,0.3021348
3534.8,0.2,0.05998683,0.008339725,-0.009804691,0.3888313
3535.0,0.2,0.07821105,0.007911453,-0.009958602,0.4274035
3535.2,0.2,0.0881057,0.00724229,-0.009678075,0.4258408
3535.4,0.2,0.08861989,0.006391191,-0.008959481,0.3967406
3535.6,0.2,0.07911368,0.005426866,-0.007818545,0.3532859
3535.8,0.2,0.05941898,0.004423113,-0.006291382,0.3057073
3536.0,0.2,0.02988348,0.00345362,-0.004434218,0.259221
3536.2,0.2,-0.008608631,0.002586856,-0.002321702,0.213873
3536.4,0.2,-0.05464469,0.001881584,-4.390084e-05,0.1660454
3536.6,0.2,-0.1063238,0.0013834,0.002297759,0.1108457
3536.8,0.2,-0.1613298,0.001122443,0.004595255,0.04440397
3537.0,0.2,-0.2170331,0.001112225,0.006739045,-0.03472064
3537.2,0.2,-0.2706169,0.00134943,0.008623136,-0.1253472
3537.4,0.2,-0.3192172,0.001814497,0.0101499,-0.2244755
3537.6,0.2,-0.360069,0.002472883,0.01123455,-0.3284723
3537.8,0.2,-0.3906491,0.003277037,0.01180911,-0.4339453
3538.0,0.2,-0.4088065,0.004169148,0.01182601,-0.5378471
3538.2,0.2,-0.4128762,0.005084717,0.01126104,-0.6367892
3538.4,0.2,-0.4017685,0.005956856,0.01011557,-0.7259774
3538.6,0.2,-0.3750327,0.006720992,0.008417775,-0.7984087
3538.8,0.2,-0.3328895,0.007319461,0.006222613,-0.8448966
3539.0,0.2,-0.2762318,0.007705383,0.003610328,-0.8551549
3539.2,0.2,-0.2065918,0.007845252,0.0006833449,-0.8197204
3539.4,0.2,-0.1260762,0.00771994,-0.002438308,-0.7321354
3539.6,0.2,-0.0372724,0.007324144,-0.005622799,-0.5906985
3539.8,0.2,0.05686858,0.006664655,-0.008733068,-0.3992606
3540.0,0.2,0.1531638,0.00575803,-0.01163366,-0.1669187
3540.2,0.2,0.2483367,0.004628302,-0.01419729,0.09315426
3540.4,0.2,0.3391531,0.003305147,-0.01631072,0.3652583
3540.6,0.2,0.4225487,0.001822615,-0.01787964,0.6326259
3540.8,0.2,0.4957419,0.0002182266,-0.01883241,0.8785488
3541.0,0.2,0.556331,-0.001468012,-0.01912257,1.087242
3541.2,0.2,0.602372,-0.003195049,-0.01873022,1.244729
3541.4,0.2,0.6324373,-0.004922848,-0.01766218,1.340014
3541.6,0.2,0.645651,-0.006614851,-0.01595109,1.366578
3541.8,0.2,0.6417012,-0.008240248,-0.01365338,1.323861
3542.0,0.2,0.6208246,-0.00977527,-0.01084624,1.21813
3542.2,0.2,0.5837647,-0.01120283,-0.00762369,1.0621
3542.4,0.2,0.5317079,-0.01251023,-0.004092085,0.8730147
3542.6,0.2,0.4662015,-0.01368513,-0.0003653614,0.6694109
3542.8,0.2,0.3890665,-0.01471084,0.003439533,0.4674066
3543.0,0.2,0.302315,-0.01556202,0.007206654,0.2776633
3543.2,0.2,0.2080816,-0.01620229,0.01082424,0.1041032
3543.4,0.2,0.1085769,-0.01658466,0.01418701,-0.05509075
3543.6,0.2,0.006060905,-0.01665519,0.01719766,-0.2044909
3543.8,0.2,-0.0971668,-0.01635928,0.0197679,-0.3475592
3544.0,0.2,-0.1987703,-0.01564963,0.02181948,-0.4834397
3544.2,0.2,-0.2963854,-0.01449395,0.02328539,-0.6057972
3544.4,0.2,-0.3876423,-0.01288114,0.02411166,-0.7043549
3544.6,0.2,-0.4702075,-0.01082458,0.02425967,-0.7687074
3544.8,0.2,-0.5418467,-0.008362266,0.02370864,-0.7929918
3545.0,0.2,-0.6005022,-0.005553892,0.0224582,-0.7795003
3545.2,0.2,-0.6443774,-0.002476042,0.02053019,-0.7395668
3545.4,0.2,-0.6720187,0.00078345,0.0179696,-0.6910133
3545.6,0.2,-0.6823848,0.004130796,0.01484412,-0.652768
3545.8,0.2,-0.6749003,0.007470452,0.01124233,-0.6384535
3546.0,0.2,-0.6494883,0.01070802,0.007270624,-0.6513135
3546.2,0.2,-0.6065852,0.01375208,0.00304904,-0.6825122
3546.4,0.2,-0.5471375,0.01651553,-0.001293476,-0.7136791
3546.6,0.2,-0.4725841,0.01891701,-0.005624121,-0.7229792
3546.8,0.2,-0.3848239,0.0208827,-0.009811215,-0.6925742
3547.0,0.2,-0.2861719,0.02234879,-0.01372885,-0.6146851
3547.2,0.2,-0.1792998,0.02326405,-0.01726103,-0.4938946
3547.4,0.2,-0.06716548,0.02359244,-0.02030521,-0.3447218
3547.6,0.2,0.0470711,0.02331503,-0.02277513,-0.1853659
3547.8,0.2,0.1601409,0.02243123,-0.02460287,-0.03011014
3548.0,0.2,0.2687653,0.0209591,-0.0257402,0.1164634
3548.2,0.2,0.3697581,0.01893492,-0.02615919,0.2608705
3548.4,0.2,0.4601263,0.01641239,-0.02585219,0.4168249
3548.6,0.2,0.5371672,0.01346135,-0.0248313,0.5972681
3548.8,0.2,0.5985587,0.01016627,-0.02312744,0.8053619
3549.0,0.2,0.6424421,0.006624241,-0.02078927,1.028194
3549.2,0.2,0.6674935,0.00294212,-0.01788187,1.236226
3549.4,0.2,0.6729818,-0.0007672695,-0.01448541,1.389536
3549.6,0.2,0.6588072,-0.00439001,-0.01069353,1.449294
3549.8,0.2,0.6255163,-0.007816758,-0.006611471,1.390794
3550.0,0.2,0.5742898,-0.01094865,-0.002353629,1.213375
3550.2,0.2,0.5068992,-0.01370272,0.001959362,0.9434144
3550.4,0.2,0.4256347,-0.01601596,0.006204215,0.6287884
3550.6,0.2,0.3332062,-0.01784751,0.01025903,0.3261512
3550.8,0.2,0.2326263,-0.01917846,0.01400761,0.08492124
3551.0,0.2,0.1270814,-0.02000959,0.01734373,-0.06688085
3551.2,0.2,0.01980077,-0.02035723,0.02017504,-0.1302883
3551.4,0.2,-0.08606701,-0.02024828,0.02242625,-0.1339599
3551.6,0.2,-0.1875659,-0.01971505,0.02404141,-0.1240518
3551.8,0.2,-0.2820247,-0.01879092,0.02498509,-0.1486431
3552.0,0.2,-0.367128,-0.01750734,0.02524264,-0.2417827
3552.2,0.2,-0.4409628,-0.01589272,0.02481943,-0.4123414
3552.4,0.2,-0.50204,-0.01397302,0.02373948,-0.6412147
3552.6,0.2,-0.5492937,-0.01177395,0.02204352,-0.8875708
3552.8,0.2,-0.5820591,-0.009324188,0.01978687,-1.101781
3553.0,0.2,-0.6000376,-0.00665883,0.01703716,-1.240497
3553.2,0.2,-0.6032538,-0.003822486,0.01387214,-1.278844
3553.4,0.2,-0.5920142,-0.0008712306,0.01037754,-1.215932
3553.6,0.2,-0.5668732,0.002127013,0.006645115,-1.072473
3553.8,0.2,-0.528612,0.005093926,0.002770844,-0.8820047
3554.0,0.2,-0.4782295,0.007944019,-0.001146832,-0.6793397
3554.2,0.2,-0.4169429,0.01058929,-0.005008691,-0.4904343
3554.4,0.2,-0.3461908,0.01294473,-0.008716483,-0.3269999
3554.6,0.2,-0.2676314,0.01493393,-0.01217483,-0.1871498
3554.8,0.2,-0.1831282,0.01649413,-0.01529338,-0.06105609
3555.0,0.2,-0.09471994,0.01757987,-0.01798925,0.06119444
3555.2,0.2,-0.004573296,0.01816516,-0.02018977,0.1829736
3555.4,0.2,0.08507844,0.01824381,-0.02183536,0.2984155
3555.6,0.2,0.172005,0.01782811,-0.02288235,0.3946191
3555.8,0.2,0.2540506,0.01694637,-0.02330541,0.4576712
3556.0,0.2,0.3292022,0.01563966,-0.02309918,0.4798624
3556.2,0.2,0.3956495,0.01395829,-0.02227886,0.4649853
3556.4,0.2,0.4518353,0.0119584,-0.02087945,0.4293572
3556.6,0.2,0.4964951,0.009698961,-0.01895374,0.3978651
3556.8,0.2,0.528686,0.007239353,-0.01656915,0.3962439
3557.0,0.2,0.5478043,0.004637644,-0.01380388,0.4422487
3557.2,0.2,0.5535904,0.001949554,-0.01074281,0.5388441
3557.4,0.2,0.546121,-0.0007718184,-0.007473656,0.6718525
3557.6,0.2,0.5257878,-0.00347552,-0.004083825,0.8129596
3557.8,0.2,0.4932644,-0.00611162,-0.0006580785,0.927134
3558.0,0.2,0.4494663,-0.008629628,0.002722925,0.9820626
3558.2,0.2,0.3955095,-0.01097681,0.005983429,0.9566283
3558.4,0.2,0.3326751,-0.01309687,0.009053006,0.8459344
3558.6,0.2,0.2623859,-0.01492954,0.01186687,0.6616684
3558.8,0.2,0.1861968,-0.01641146,0.01436628,0.4281746
3559.0,0.2,0.105799,-0.01747879,0.0164991,0.1758883
3559.2,0.2,0.02303029,-0.01807137,0.01822041,-0.06564896
3559.4,0.2,-0.06011615,-0.01813818,0.01949309,-0.2732303
3559.6,0.2,-0.1414958,-0.01764348,0.02028811,-0.4327857
3559.8,0.2,-0.2188385,-0.01657265,0.02058478,-0.539521
3560.0,0.2,-0.2898002,-0.014937,0.02037065,-0.5962137
3560.2,0.2,-0.3520434,-0.01277653,0.01964172,-0.6108213
3560.4,0.2,-0.4033387,-0.01016012,0.01840278,-0.5943579
3560.6,0.2,-0.4416827,-0.007183094,0.01666841,-0.5594326
3560.8,0.2,-0.4654179,-0.003962016,0.01446447,-0.5192535
3561.0,0.2,-0.4733466,-0.0006275542,0.01182992,-0.4865622
3561.2,0.2,-0.4648268,0.002683994,0.008818706,-0.4720411
3561.4,0.2,-0.4398439,0.005839492,0.005500988,-0.4821568
3561.6,0.2,-0.3990512,0.008717127,0.00196335,-0.5169549
3561.8,0.2,-0.3437766,0.01121312,-0.001692476,-0.5686971
3562.0,0.2,-0.2759938,0.01324642,-0.005352505,-0.6222162
3562.2,0.2,-0.1982581,0.01476098,-0.008894853,-0.6574068
3562.4,0.2,-0.1136082,0.01572587,-0.01219517,-0.653523
3562.6,0.2,-0.02544044,0.01613337,-0.01513254,-0.5942173
3562.8,0.2,0.06264103,0.0159958,-0.01759527,-0.4718474
3563.0,0.2,0.146985,0.01534182,-0.01948611,-0.2896962
3563.2,0.2,0.2240567,0.01421285,-0.02072639,-0.06139048
3563.4,0.2,0.2905919,0.01266023,-0.02125924,0.1922632
3563.6,0.2,0.3437323,0.01074347,-0.02105173,0.4479372
3563.8,0.2,0.3811362,0.008529441,-0.02009618,0.6843743
3564.0,0.2,0.4010612,0.006092279,-0.01841078,0.8854671
3564.2,0.2,0.4024212,0.003513393,-0.01603955,1.041033
3564.4,0.2,0.3848209,0.0008809872,-0.01305174,1.145427
3564.6,0.2,0.3485711,-0.001711446,-0.009540476,1.194978
3564.8,0.2,0.2946899,-0.004167932,-0.005620477,1.18567
3565.0,0.2,0.2248873,-0.006394093,-0.001424902,1.112318
3565.2,0.2,0.1415332,-0.008302109,0.002898869,0.9698389
3565.4,0.2,0.0476015,-0.009815937,0.007194314,0.7562792
3565.6,0.2,-0.05341176,-0.01087603,0.01130154,0.4764364
3565.8,0.2,-0.1576024,-0.0114429,0.01506345,0.1445471
3566.0,0.2,-0.2608008,-0.01149898,0.01833198,-0.2153027
3566.2,0.2,-0.3587397,-0.0110487,0.02097402,-0.5716541
3566.4,0.2,-0.447236,-0.01011696,0.02287685,-0.8906689
3566.6,0.2,-0.5223746,-0.008746427,0.02395264,-1.142388
3566.8,0.2,-0.580681,-0.00699429,0.02414204,-1.306523
3567.0,0.2,-0.6192832,-0.004930396,0.0234154,-1.376164
3567.2,0.2,-0.6360321,-0.002631802,0.02177643,-1.358366
3567.4,0.2,-0.6295343,-0.0001808955,0.01926227,-1.271546
3567.6,0.2,-0.5992287,0.002333369,0.01594054,-1.14045
3567.8,0.2,-0.5453988,0.004817586,0.01190856,-0.9901314
3568.0,0.2,-0.4691621,0.007175276,0.007290737,-0.8404783
3568.2,0.2,-0.3724358,0.009309095,0.002235372,-0.7025853
3568.4,0.2,-0.2578854,0.01112414,-0.003089304,-0.5776266
3568.6,0.2,-0.1288527,0.01253236,-0.008499689,-0.4581971
3568.8,0.2,0.01073488,0.01345764,-0.01380211,-0.3314967
3569.0,0.2,0.1564757,0.01384108,-0.01879889,-0.1834002
3569.2,0.2,0.303628,0.01364551,-0.02329524,-0.002434331
3569.4,0.2,0.4472643,0.0128587,-0.02710679,0.2171079
3569.6,0.2,0.5824432,0.01149469,-0.03006757,0.4733525
3569.8,0.2,0.7043919,0.009593003,-0.03203803,0.7564464
3570.0,0.2,0.8086917,0.007215953,-0.03291245,1.049465
3570.2,0.2,0.8914552,0.004444608,-0.03262516,1.330396
3570.4,0.2,0.9494857,0.001373969,-0.0311551,1.57492
